Time,Temperature 1,Photoresistor Value,Humidity,Temperature 2,Plant1Moisure,Plant2Moisure
2020-07-02 03:27:26.134261,26.812,255,33,27,53,132
2020-07-02 04:27:28.534198,26.5,255,33,26,54,133
2020-07-02 05:27:30.934192,26.0,255,33,26,54,133
2020-07-02 06:27:33.334226,26.937,209,34,26,53,134
2020-07-02 07:27:35.734219,28.062,185,31,26,53,134
2020-07-02 08:27:38.073312,29.437,183,46,26,52,135
2020-07-02 09:27:40.454209,29.25,199,31,29,52,135
2020-07-02 10:27:42.854197,28.562,199,32,29,53,135
2020-07-02 11:27:45.174225,28.625,213,30,28,53,135
2020-07-02 12:27:47.574228,28.875,217,30,28,53,135
2020-07-02 13:27:49.974225,28.625,220,31,29,53,135
2020-07-02 14:27:52.374252,28.875,220,29,28,53,136
2020-07-02 15:27:54.774232,28.75,222,30,29,53,136
2020-07-02 16:27:57.174292,28.437,224,31,29,54,137
2020-07-02 17:27:59.574319,28.875,213,31,28,53,137
2020-07-02 18:28:01.974279,29.375,224,32,29,53,138
2020-07-02 19:28:04.374041,28.375,240,31,29,54,138
2020-07-02 20:28:06.713314,27.875,252,37,28,54,139
2020-07-02 21:28:09.094214,27.625,255,40,28,54,139
2020-07-02 22:28:11.494252,27.562,249,39,27,54,140
2020-07-02 23:28:13.873525,27.187,255,37,27,55,140
2020-07-03 00:28:16.294297,26.812,255,39,27,55,140
2020-07-03 01:28:18.694223,26.75,255,39,27,55,140
2020-07-03 02:28:21.033315,27.312,250,38,26,55,142
